0	1.000000	0.000000
1	1.000000	5.859375
2	1.000000	9.765625
3	1.000000	13.671875
4	1.000000	17.578125
5	1.000000	21.484375
6	1.000000	25.390625
7	1.000000	29.296875
8	1.000000	33.203125
9	1.000000	37.109375
10	1.000000	41.015625
11	1.000000	44.921875
12	1.000000	48.828125
13	1.000000	52.734375
14	1.000000	56.640625
15	1.000000	60.546875
16	1.000000	64.453125
17	1.000000	68.359375
18	1.000000	72.265625
19	1.000000	76.171875
20	1.000000	80.078125
21	1.000000	83.984375
22	1.000000	87.890625
23	1.000000	91.796875
24	1.000000	95.703125
25	1.000000	99.609375
26	1.000000	103.515625
27	1.000000	107.421875
28	1.000000	111.328125
29	1.000000	115.234375
30	1.000000	119.140625
31	1.000000	123.046875
32	1.000000	126.953125
33	1.000000	130.859375
34	1.000000	134.765625
35	1.000000	138.671875
36	1.000000	142.578125
37	1.000000	146.484375
38	1.000000	150.390625
39	1.000000	154.296875
40	1.000000	158.203125
41	1.000000	162.109375
42	1.000000	166.015625
43	1.000000	169.921875
44	1.000000	173.828125
45	1.000000	177.734375
46	1.000000	181.640625
47	1.000000	185.546875
48	1.000000	189.453125
49	1.000000	193.359375
50	1.000000	197.265625
51	1.000000	201.171875
52	1.000000	205.078125
53	1.000000	208.984375
54	1.000000	212.890625
55	1.000000	216.796875
56	1.000000	220.703125
57	1.000000	224.609375
58	1.000000	228.515625
59	1.000000	232.421875
60	1.000000	236.328125
61	1.000000	240.234375
62	1.000000	244.140625
63	1.000000	248.046875
64	1.000000	251.953125
65	1.000000	255.859375
66	1.000000	259.765625
67	1.000000	263.671875
68	1.000000	267.578125
69	1.000000	271.484375
70	1.000000	275.390625
71	1.000000	279.296875
72	1.000000	283.203125
73	1.000000	287.109375
74	1.000000	291.015625
75	1.000000	294.921875
76	1.000000	298.828125
77	1.000000	302.734375
78	1.000000	306.640625
79	1.000000	310.546875
80	1.000000	314.453125
81	1.000000	318.359375
82	1.000000	322.265625
83	1.000000	326.171875
84	1.000000	330.078125
85	1.000000	333.984375
86	1.000000	337.890625
87	1.000000	341.796875
88	1.000000	345.703125
89	1.000000	349.609375
90	1.000000	353.515625
91	1.000000	357.421875
92	1.000000	361.328125
93	1.000000	365.234375
94	1.000000	369.140625
95	1.000000	373.046875
96	1.000000	376.953125
97	1.000000	380.859375
98	1.000000	384.765625
99	1.000000	388.671875
100	1.000000	392.578125
101	1.000000	396.484375
102	1.000000	400.390625
103	1.000000	404.296875
104	1.000000	408.203125
105	1.000000	412.109375
106	1.000000	416.015625
107	1.000000	419.921875
108	1.000000	423.828125
109	1.000000	427.734375
110	1.000000	431.640625
111	1.000000	435.546875
112	1.000000	439.453125
113	1.000000	443.359375
114	1.000000	447.265625
115	1.000000	451.171875
116	1.000000	455.078125
117	1.000000	458.984375
118	1.000000	462.890625
119	1.000000	466.796875
120	1.000000	470.703125
121	1.000000	474.609375
122	1.000000	478.515625
123	1.000000	482.421875
124	1.000000	486.328125
125	1.000000	490.234375
126	1.000000	494.140625
127	1.000000	498.046875
128	1.000000	501.953125
129	1.000000	505.859375
130	1.000000	509.765625
131	1.000000	513.671875
132	1.000000	517.578125
133	1.000000	521.484375
134	1.000000	525.390625
135	1.000000	529.296875
136	1.000000	533.203125
137	1.000000	537.109375
138	1.000000	541.015625
139	1.000000	544.921875
140	1.000000	548.828125
141	1.000000	552.734375
142	1.000000	556.640625
143	1.000000	560.546875
144	1.000000	564.453125
145	1.000000	568.359375
146	1.000000	572.265625
147	1.000000	576.171875
148	1.000000	580.078125
149	1.000000	583.984375
150	1.000000	587.890625
151	1.000000	591.796875
152	1.000000	595.703125
153	1.000000	599.609375
154	1.000000	603.515625
